movie_name,trailer_video_id,likes,dislikes,views,sentiment_score
Goodnight Mommy,0kXpUaQpXMA,21815,991,9379602,0.012682600000000021
Veteran,TFpG0IJnb5g,267,47,557153,0.15937575757575756
Child 44,Uia6y9SRsj4,11815,817,5180994,0.17198393574297183
Beyond the Mask,6pX6Ih7YhQ8,1355,129,1266062,0.32711962616822426
Mojin: The Lost Legend,CUB7XgUke04,496,46,853988,0.19273142857142858
'71,J-BaKfl1Ms4,2855,141,1390235,0.14780783132530115
Goodbye Mr. Loser,6w3pw0MFw0k,1436,101,833198,0.004957309941520467
The Wolfpack,jS1BM9XRgvw,40110,864,8219163,0.11336819999999995
Lost in Hong Kong,rZdjl0xrjjE,457,422,2273536,0.03707777777777778
Iris (2015),Fo8jwJ_2l0c,3535,68,787234,0.3411142857142858
The Salt of the Earth,OivMlWXtWpY,2789,71,850112,0.40591923076923064
The Cokeville Miracle,jn20a71m45M,1243,173,697927,0.10545137614678904
Welcome Back,2QKg5SZ_35I,162381,52145,29011163,0.2996369999999998
99 Homes,Vh0piQN1_LY,16081,308,2813209,0.14926308316430012
Mr. Six,osD5iRMsN6E,164,6,147054,0.29165
Infinitely Polar Bear,d1pCQS1H2Z0,4215,108,892958,0.23396194690265484
I (2015),7AFUch5JZaQ,195661,44510,135200352,0.06182940000000002
The Diary of a Teenage Girl,M9LNsSjnqBM,9629,795,2380176,0.17053580246913572
The Letters,wsf78BS9VE0,101189,1746,13333652,0.17361879999999982
Back to the Future Day,Qu2GGUo-Mu0,63182,24120,17104391,0.16557859999999977
Meet the Patels,7litSYXbpRs,555,36,217985,0.1958777777777778
Son of Saul,3wMzPztPavs,890,126,740645,0.2015448979591836
The Vatican Tapes,Yelog-WwqD4,6480,1049,3557658,-0.010149496981891343
Piku,oeiKUlUUNQ8,20988,1701,6818480,0.48474196787148593
Testament of Youth,0tP7k4wqVJo,14422,148,2362271,0.16770393120393098
Clouds of Sils Maria,Kvhs2jPmQP4,2185,508,2497374,0.09129638554216872
Legend,Aj7ty6sViiU,124849,6895,33359961,0.21455573440643827
Game of Thrones (IMAX),hTjgUTtsEMA,179,11,84472,0.19996666666666665
Assassination (2015),xzCEdSKMkdU,356939,4685,39071423,0.23551159999999965
Old Fashioned,hcdTN5soeQw,18974,706,5151845,0.22679899999999964
Cake,L-591Dqa48g,2642,460,5676248,0.09707075812274368
Tamasha,MPlgyRzE3Ug,1029,269,1097813,0.27694285714285716
Jem and the Holograms,yaPgK073xEg,12794,17653,2169359,0.004903225806451615
My All American,QTahmkL8QzM,438,39,2515327,-0.004409090909090911
WARx2,7GnkxEUTAO0,310,6,31551,0.2774041666666667
Meru,YvS6O9lVkkg,1610,50,920197,0.2639027777777778
2015 Oscar Nominated Short Films,Utq0aDEp084,978,85,474988,0.1689978947368421
Pawn Sacrifice,xFHvH9FtACg,15225,421,3182289,0.20109777777777782
Mistress America,6z8MCW16uZY,2109,233,2811410,0.20968848920863312
Truth,sftuxbvGwiU,31378,1779,19579984,0.1492488
Captive (2015),5z3_vcRbi7k,5121,373,5013839,-0.006017934782608691
Chi-Raq,rGTuuj-aTJs,6457,4029,1541886,-0.01955791583166334
He Named Me Malala,vE5gSHJkusU,32492,1057,2295677,0.3093779559118235
Youth,bWhSL9te5Eg,16049,9749,30878233,0
The End of the Tour,vbiiik_T3Bo,157771,8560,9406211,0.16736159999999983
Rock The Kasbah,jtvcb5N_kek,4991,679,2175514,0.10561618257261413
Tanu Weds Manu Returns,wGGmyaurjAI,25921,1615,9736126,0.4398284000000001
Ladrones,WcXt9aUMbBk,8260,361,3420860,0.21381306990881446
Dil Dhadakne Do,ZlIaiLoBEvk,6073,664,2234488,0.34242201257861604
Wild Tales,QUnXv6R2HI8,2527,84,1311082,0.32779649122807
Phoenix (2015),hP8mPkyBntw,7624,682,5004910,0.1755720257234726
Learning to Drive,IThfFYmEGEs,8013,412,1508704,0.23600685714285694
What We Do in the Shadows,Cv568AzZ-i8,22167,414,3993390,0.3044598790322583
We Are Your Friends,WCtUCW1sDqs,171408,4617,21924932,0.10255839999999992
Spare Parts,GXOLwIIHuCs,3601,123,798913,0.28321402714932115
A La Mala,FnrAxpM_jiM,4519,211,1279483,0.050631875000000014
Scouts Guide to the Zombie Apocalypse,ZOhSbNJ7MqI,15980,912,3220766,0.14567212121212098
Anomalisa,WQkHA3fHk_0,2198,148,918436,0.16086913580246914
Irrational Man,hP8mPkyBntw,7624,682,5004910,0.1755720257234726
The Water Diviner,8CkLC4Zr2Mw,6133,531,4089561,0.09846681514476606
45 Years,UvD-LZghP3o,41248,2530,7545100,0.058714000000000016
Prem Ratan Dhan Payo,bPk9bSvQQoc,508610,147376,291485384,0.31184099999999937
Suffragette,056FI2Pq9RY,12396,600,1991568,0.12264417670682728
True Story,x_7YlGv9u1g,357044,35340,60117132,0.3477624000000001
90 Minutes in Heaven,uZOE7HgvI3c,785,64,1092550,0.15245736842105267
Dilwale,AHuOo1DLcRc,161920,25607,30709324,0.26583923541247473
Danny Collins,AndERTFMYd4,3334,188,2201503,0.2973519148936168
Victor Frankenstein,7pxZxY_Siyc,30564,1826,9467045,0.21144979591836732
The Loft,1bJZYqGfYGE,8352,488,4414803,0.17447935871743464
Little Boy,_EC2tmFVNNE,143503,4612,38069423,0.15683979999999997
Bajirao Mastani,xz-Vac75to4,212026,33393,103363109,0.38470899999999947
Baahubali: The Beginning,G62HrubdD6o,553922,43771,87669631,0.2338249999999997
Me and Earl and the Dying Girl,2qfmAllbYC8,31347,518,6729620,0.1946657999999999
Grandma (2015),I0hJ7NHDglU,2175,123,935815,0.3706066666666666
Our Brand Is Crisis (2015),BLZo_ILZhfk,4089,713,4374604,0.10395739910313903
The Green Inferno,FcpYPu9M3bw,23188,3057,11566999,0.001534068136272546
I'll See You In My Dreams,F1VbBOTXzfI,890,69,1132144,0.31178780487804886
While We're Young,aWkj2d7m1Zw,65325,2795,12745192,0.11903727454909817
Mortdecai,aW_sfxUnbZA,9554,539,4543402,0.18153203285420932
Trumbo (2015),n0dZ_2ICpJE,13601,321,2783953,0.18440161943319824
Blackhat,-CA95Bzpy7s,1321,259,4170409,0.012791228070175445
Dragon Ball Z: Resurrection 'F',cD8Vv5bdmbI,78938,3891,16330821,0.044660160965794796
Bajrangi Bhaijaan,gq8QYlX_pEE,38473,13156,23591514,0.3352648000000001
Amy,2MxnhBPoIx4,29171,6271,20733113,0.14242222222222214
Un Gallo con Muchos Huevos,KMXUILgYGFA,9472,538,2100962,0.0700183206106871
The Lady in the Van,OA8tMziteZM,6088,126,1630876,0.2621220689655169
The Walk,Q-C4qqsgs8w,172496,14536,26360466,0.13675485829959508
Unfinished Business,0bM5vyZBQFA,7510,359,3992961,0.19613670886075935
The Gunman,HZz3lpRWU34,45695,9707,30433429,0.106206626506024
The Danish Girl,d88APYIGkjk,65503,6871,11932714,0.2686018036072144
The 33,hOoIBOYqHyw,13907,967,6058724,0.1372662601626016
Far from the Madding Crowd,5-_9AFwMDmQ,6339,173,2160703,0.32358265682656817
Self/Less,3agaVwt0tb8,19878,547,7323101,0.2017010060362171
Hot Tub Time Machine 2,BNJ-UxlKXGY,6509,428,2741720,0.11318361204013379
Strange Magic,YSrJiaZnPuU,15498,2826,6754862,0.09530519999999992
Love & Mercy,lioWzrpCtGQ,5961,220,2306472,0.3554719242902208
Carol,VZ3lr3urgDU,5393,332,3405860,0.3538032000000001
Do You Believe?,F_UxLEqd074,27234,3979,31491688,0.003793599999999988
Burnt,xf-dywd3zx0,517699,4076,6652393,0.07790119999999999
Woodlawn,0xb8fhck0ks,3794,167,1448369,0.36164178403755853
American Ultra,UvD-LZghP3o,41248,2530,7545100,0.058714000000000016
It Follows,HkZYbOH0ujw,14791,1122,6215847,0.052475951903807654
Room,sPSJYXi7BWA,36382,819,10838695,0.20506759999999963
The Transporter Refueled,sU5lEfAkOGM,1481,561,7890892,-0.05070111524163564
Monkey Kingdom,zCj-XP5cjOY,6873,722,3746303,0.14122019999999996
Seventh Son,F4zX--5Ils8,33105,2112,20260062,0.15435502008032082
Dope,L41xwM8tIRQ,15059,597,4392316,0.16043226452905804
Mr. Holmes,hQpCiXZofWE,1008,666,3209523,0.22182142857142853
Steve Jobs,aEr6K1bwIVs,44155,4954,13842155,0.17193636363636347
Paranormal Activity: The Ghost Dimension,F_UxLEqd074,27234,3979,31491688,0.003793599999999988
Still Alice,ZrXrZ5iiR0o,11023,371,4654237,0.2105985185185184
Shaun the Sheep Movie,tQvwiOWpj7o,9490,1180,6187361,0.27088846153846124
The Secret in their Eyes (2015),TD_IlSSFVX4,920,112,5893456,0.24467272727272735
Aloha,O3mf_ewjc7s,21662,1531,9774896,0.18690020120724352
Black or White,1ZwN85UJqAQ,4393,381,7018122,0.24069952153110036
Project Almanac,KnGcWVoxftI,23115,1923,10252475,0.10194397590361433
Hitman: Agent 47,alQlJDRnQkE,59257,4609,19121210,0.14459899396378265
The Gallows,F_8OKImO2pc,14746,1521,4335701,0.02750080160320642
In the Heart of the Sea,K-H35Mpj4uk,24958,1310,10421575,0.17697600806451588
Ex Machina,_RTN3HnQV3c,18565,4529,17441827,0.20314173387096746
The Lazarus Effect,1Ks6JqLzVTA,12612,849,5818573,-0.005474395161290313
Love the Coopers,-TSX_0rwPNc,15261,750,5047070,0.10901989528795802
Run All Night,7uDuFh-nC-c,13331,675,7929818,0.1578209255533198
The Woman in Black 2: Angel of Death,5-a8bWi4LO0,14253,5439,5240348,-0.0004911468812877189
Ricki and the Flash,x8PVK6Hky2A,6022,716,4123623,0.24038344671201806
No Escape,4drucg1A6Xk,407066,7081,21754208,0.17180939999999978
The Last Witch Hunter,xsuG2JUgs_8,19839,1177,10918770,0.1059932926829267
Sinister 2,fChx_YZUAR0,60072,3576,22027524,-0.008162599999999989
Point Break (2015),ncvFAm4kYCo,45437,13638,21824871,0.1011444668008047
A Walk in the Woods,0JjRoh13vzY,3367,486,3068904,0.1332411764705882
Crimson Peak,oquZifON8Eg,23387,1309,10814892,0.20330080000000003
Chappie,lyy7y0QOK-0,34507,1978,12352458,0.20506088709677428
Paper Towns,rFGiHm5WMLk,183888,3243,21142635,0.2220663983903418
Entourage,SGSE_XPF4_g,15437,1558,7324837,0.14847079999999988
Unfriended,Q72LWqCx3pc,138789,10936,23999348,0.022979757085020248
The Second Best Exotic Marigold Hotel,3REYWGRmLnQ,2754,124,1073622,0.37523417721518976
Woman in Gold,wu9JeTX6Sdw,1622,103,974824,0.20622792792792793
The DUFF,ci7eKlNRiuw,69416,2559,17251279,0.2133708
Concussion (2015),Io6hPdC41RM,22060,1873,17792995,0.1588034068136272
Hot Pursuit,fUeOBdxSjc8,34296,1407,9588481,0.2842206827309237
Pan,tjW1mKwNUSo,42802,3317,12876747,0.1423825651302604
The Boy Next Door,3QyEUXjHzOc,201489,60183,83487897,0.12851279999999987
The Longest Ride,FUS_Q7FsfqU,40080,1285,14489590,0.3038995991983966
Brooklyn,7UNi-qMaItM,18178,4510,18957681,0.11326458752515088
The Age of Adaline,clbSd2JzAqc,68634,1421,15736633,0.319041046277666
Max (2015),Tf4sa0BVJVw,125873,26655,32490299,0.0884629999999999
Krampus,h6cVyoMH4QE,50165,4085,16576574,0.11279337349397586
The Night Before,kOBdxkhJvHQ,3874,541,14491898,0.12878185840707965
Everest (2015),5ZQVpPiOji0,14019,737,5841520,0.17981151515151503
The Gift (2015),IjF5wdY8zE0,1055,127,9573790,0.05715773195876292
"McFarland, USA",74eJaVQFybI,8481,375,3176842,0.2680491935483869
Spotlight,EwdCIpbTN5g,11719,439,4634925,0.1996394366197182
The Man From U.N.C.L.E.,-x08iNZ8Mfc,24172,678,7884864,0.275528256513026
Sicario,sIMChzE_aCo,24093,1144,10328863,0.09788399999999992
Jupiter Ascending,ZoCyL_Pqzu8,15724,1568,7121397,0.13811024096385532
Poltergeist (2015),HD2sz9RVzfM,16282,1214,4794603,0.04375450901803607
Insidious Chapter 3,fBbi4NeebAk,43055,2618,18169836,0.08442200000000001
Southpaw,Mh2ebPxhoLs,63290,2241,20095937,0.22423739999999986
Focus (2015),MxCRgtdAuBo,49521,3233,24403780,0.061694789579158325
The Hateful Eight,gnRbXn4-Yis,73555,3526,22016296,0.19836999999999966
Fantastic Four,e-BVs-KCSiA,71150,20765,17855969,0.21446519999999986
Joy,SN4MLMHET7w,19737,2590,9171706,0.21910642570281125
The Perfect Guy,CikoxQ4ytI4,37385,1233,10406041,0.1932136178861787
Vacation,ScMOyURq9os,28012,3645,11992072,0.13999378757515027
Black Mass,CE3e3hGF2jc,37508,967,11370752,0.22966531440162244
The Wedding Ringer,KG5CnCgnplU,14152,639,6631432,0.19357715430861713
The Visit,sRfnevzM9kQ,51557,13026,15377800,0.11376379999999989
Magic Mike XXL,-hlIuHYhj1c,116399,4106,25919130,0.13603979999999993
War Room,mIl-XY9t_Lw,19994,1140,5523154,0.35475472837022104
The Big Short,vgqG3ITMv1Q,17268,908,8431973,0.15718727272727276
Paul Blart: Mall Cop 2,CA-eyG7lUv8,125096,3182,12026686,0.16121224899598383
Bridge of Spies,mBBuzHrZBro,13200,569,6706236,0.16504056224899574
The Intern,ehJFc1W0VKE,4564,493,9329646,0.17914039999999978
Paddington,X-d-V9jXYDE,7579,909,4335875,0.20229131355932206
Pixels,CRhJLTA-Xpk,46278,3303,60938969,0.026903399999999997
Goosebumps,7Cn716jv61s,43133,3868,16007104,0.18433346774193535
Ted 2,S3AVcCggRnU,135673,7392,30607035,0.15842738336713977
Maze Runner: The Scorch Trials,4-BTxXm8KSg,94806,1818,16758588,0.14028599999999994
Alvin and the Chipmunks: The Road Chip,xA6cOSEZhzM,17563,4036,5196878,0.020778112449799203
Sisters,Uw4-bZkxyKQ,378504,14146,20750772,0.15544179999999982
Taken 3,JuU0M2xBasc,53715,1726,15642468,0.16758399999999993
Terminator: Genisys,62E4FJTwSuc,89742,10444,28653292,0.1366709418837674
Get Hard,lEqrpuU9fYI,30727,1691,12481882,0.13001242484969924
Tomorrowland,UWb5Qc-fBvk,705745,25677,149921942,0.2432149999999998
Creed,kKrtbUinWOU,367256,7020,48428677,0.17863219999999985
Trainwreck,2MxnhBPoIx4,29171,6271,20733115,0.14242222222222214
Spy,YrY3v1eDmQY,24893,1008,9492214,0.3440096969696973
The Good Dinosaur,jSA0NXxrRuw,35838,12278,29179235,0
Kingsman: The Secret Service,6Nxc-3WpMbg,191802,5156,22303482,0.20584479999999994
The Peanuts Movie,N1FNL_iIp5c,30967,2060,8818882,0.3571118473895584
The Divergent Series: Insurgent,suZcGoRLXkU,69696,2503,14113871,0.16357939999999999
Daddy's Home,yyW_EX7iRW0,56684,3174,11082741,0.08682439999999995
Mad Max: Fury Road,hEJnMQG9ev8,92082,4992,27756901,0.2213297188755018
San Andreas,coOKvrsmQiI,239261,17532,35431573,0.21188499999999974
Straight Outta Compton,iWfmmwdCHTg,47066,1931,14475205,0.1414002024291496
The SpongeBob Movie: Sponge Out of Water,XwTf3xiBG28,64184,8563,40365950,0.17814539999999995
Fifty Shades of Grey,RQUuqbzQVsY,1193643,31057,119580672,0.3004537999999998
Hotel Transylvania 2,FAaDYzDDUvw,78841,7920,42399662,0.1554863999999999
Home (2015),20DF6U1HcGQ,105466,6752,30681878,0.2916149999999997
Ant-Man,pWdKf3MneyI,106876,4204,23681651,0.19904480000000002
The Revenant,QRfj1VCg16Y,64155,2855,25451079,0.3146894000000001
Pitch Perfect 2,KBwOYQd21TY,145194,4861,26946372,0.19902213279678063
Mission: Impossible - Rogue Nation,wb49-oV0F78,256937,5417,21693983,0.14264999999999994
Spectre,LTDaET-JweU,65959,2849,17669956,0.19423340080971632
Cinderella (2015),20DF6U1HcGQ,105466,6752,30681878,0.2916149999999997
The Martian,Ue4PCI0NamI,91014,2877,21642824,0.21041046277665987
The Hunger Games: Mockingjay - Part 2,C_Tsj_wTJkQ,138649,3154,22108315,0.08189696969696972
Minions,7AFUch5JZaQ,195664,44511,135200719,0.06182940000000002
Furious 7,Skpu5HaVkOc,327194,9986,69450840,0.06386340000000003
Inside Out,XiscvoO6GMU,165479,53505,36155818,0.007486599999999989
Avengers: Age of Ultron,6ZfuNTqbHE8,3273690,76209,189267043,0.07563300000000005
Jurassic World,RFinNxS5KN4,322153,16542,85782931,0.17145739999999995
Star Wars: The Force Awakens,sGbxmsDFVnE,711043,22211,101471471,0.0575932
Satanic,mWSnmDXJ37A,5362,2424,1901722,-0.016332931726907644
News From Planet Mars,q2FEblUV-o4,3233,151,348481,0.10676534090909094
Hannah: Buddhism's Untold Journey,7GnkxEUTAO0,310,6,31551,0.2774041666666667
Green is Gold,2OeEYqTrgr4,620,36,203284,0.4080968750000001
The Pit (2016 re-release),7GnkxEUTAO0,310,6,31551,0.2774041666666667
Down By Love,5megJgs48vI,790,34,673184,0.44458035714285715
The Student and Mr. Henri,7GnkxEUTAO0,310,6,31551,0.2774041666666667
Next Time I'll Aim for the Heart,7GnkxEUTAO0,310,6,31551,0.2774041666666667
Officer Downe,csZKFtayo04,9395,2450,4030215,0.05413474747474757
Yalom's Cure,B_PGY3eN6Xw,132,4,61296,0.034699999999999995
A Small Good Thing,7GnkxEUTAO0,310,6,31551,0.2774041666666667
The Silence of Mark Rothko,7GnkxEUTAO0,310,6,31551,0.2774041666666667
Hyena Road,IyipgVclKuE,904,113,866389,0.09727738095238092
Level Up,u7ZHi_dDSnQ,17325,931,2030657,0.16480200400801592
Miss India America,hIovndSYlEI,521,38,171855,0.23608823529411763
In Her Name (Au nom de ma fille),7GnkxEUTAO0,310,6,31551,0.2774041666666667
A Beautiful Now,tC1iyfb-rBo,1028,77,406453,0.19519
The Watermelon Woman (20th Anniversary / 2K HD Restoration),tC1iyfb-rBo,1028,77,406453,0.19519
The Vigilante Diaries,qskaN0OKNfc,635,197,967036,0.22546249999999998
Memoria,GYHvLApTGC0,4387,383,1814799,0.005877777777777778
"1,000 Rupee Note",7GnkxEUTAO0,310,6,31551,0.2774041666666667
From the East,1vOck2Nguso,70216,5293,2836259,0.12165079999999999
Homeland,KyFmS3wRPCQ,1506,305,1674275,0.07575837563451775
Mekong Hotel,7GnkxEUTAO0,310,6,31551,0.2774041666666667
White Lies,YFZcNKzDhYI,3831,209,1846304,0.3906290076335878
The Professor: Tai Chi's Journey West,7GnkxEUTAO0,310,6,31551,0.2774041666666667
A Kind of Murder,puh5-nzt3UY,3065,166,925765,0.005382325581395351
Best and Most Beautiful Things,oRNOLKMpkJ0,590,5,109389,0.25941111111111115
In Harmony,JNlkCvc4E_8,306,64,977683,0.26720555555555553
The Ghosts of Johnson Woods,7GnkxEUTAO0,310,6,31551,0.2774041666666667
Burning Bodhi,q2UO8q_nj48,470,241,305058,0.09274067796610172
Restored Me (Masters Media),q2UO8q_nj48,470,241,305058,0.09274067796610172
The Loving Story (2016 re-release),zRXuCY7tRgk,20997,617,2552968,0.19669139999999996
The Last Film Festival,zreNh78kTjg,24473,550,4282441,0.17448299595141706
The Hollow,NMbybSfJmng,1607,527,2865570,0.07765000000000001
Among the Believers,MSklZY_VCIM,378,40,90821,-0.22548250000000003
Breaking a Monster,PAa4M56ctM4,1171,17,120293,0.34991944444444445
Maximum Ride,lhQiwVi3jdo,5999,2461,2800518,0.04205780000000001
Auto Shop of Horrors,7GnkxEUTAO0,310,6,31551,0.2774041666666667
On Meditation,RqYkUKcEBR4,1391,38,76134,0.26425301204819274
Synchronicity,E1el06Ic5Ts,1597,195,1730688,0.125612962962963
Search Party,B_FS7izgT88,5785,2211,7341461,0.006490909090909092
Automatic Hate,oZPoq3jXfyg,100,7,32180,0.22561666666666666
Miss Stevens,UM8MH53IRHg,3671,57,469170,0.19042751677852343
Sworn Virgin,FqepPRFB2MM,407,79,209027,0.06424999999999999
Blood on the Mountain,SVus4Ua1EFQ,14059,165,1676017,0.20767182203389808
Marinoni: The Fire in the Frame,f-nZgOQk_EE,97,0,41514,0.2814111111111111
Call Her Applebroog,7GnkxEUTAO0,310,6,31551,0.2774041666666667
Welcome to Happiness,NL2XdBgIDUU,766,59,277422,0.1133294117647059
Klown Forever,f_vvJ6erUsw,705,194,702936,0.10588666666666666
Undrafted,xchjymkZxCg,8589,197,1402804,0.1805438095238095
Bourek,7GnkxEUTAO0,310,6,31551,0.2774041666666667
Slash,SvbRYkNxE64,703,183,270660,0.06597213114754098
The Carer,34WIbmXkewU,17052,349,4875832,0.38304079999999996
The Bad Kids,Ft_V73a87EY,24093,2116,7631906,0.07576572580645165
The Charnel House,ouDHZ77bajk,167,33,149318,0.122836
The Dying of the Light,9IM3YE0BZuo,92767,1601,9261414,0.11208299999999996
Ghost Team,IuyZA-3xvWY,2081,3091,1510476,0.05223983903420518
Mad Tiger,YdfPNRqqHUI,225,7,33133,0.346
Boom Bust Boom,7GnkxEUTAO0,310,6,31551,0.2774041666666667
The Brainwashing of My Dad,Qh3TeTxgNVo,2732,309,355220,-0.05984807256235824
"Ugly, Dirty and Bad (Re-Release)",Qh3TeTxgNVo,2732,309,355220,-0.05984807256235824
It Had to be You,4bKWbbiypGg,1032,246,639273,-4.848484848485997e-05
Indian Point,7GnkxEUTAO0,310,6,31551,0.2774041666666667
Old Stone,Hwhau48LUAA,757,164,270773,-0.03783699999999998
They Will Have to Kill Us First,3TX7ybW6nAQ,302,1,58688,0.010066666666666663
The President,vwx1f0kyNwI,14256,1647,8013527,0.07352179999999996
I Don't Belong Anywhere: The Cinema of Chantal Akerman,7GnkxEUTAO0,310,6,31551,0.2774041666666667
Portrait of a Garden,7GnkxEUTAO0,310,6,31551,0.2774041666666667
Roseanne for President!,7GnkxEUTAO0,310,6,31551,0.2774041666666667
Talent Has Hunger,7GnkxEUTAO0,310,6,31551,0.2774041666666667
Pet,i-80SGWfEjM,100665,3491,25031768,0.2248670020120721
The Other Side,seMwpP0yeu4,48213,2270,17560522,0.23294748490945674
Golden Kingdom,7GnkxEUTAO0,310,6,31551,0.2774041666666667
Silicon Cowboys,7wjJYqUkHd8,374,13,87219,0.04388666666666666
Mojave,AIAjF2JNnyY,730,219,745611,0.06946421052631578
We Are Twisted F***ing Sister!,HbZqh6-meHQ,366,5,73125,0.2981142857142857
Providence,TZs3KP31cm0,2557,276,988272,0.1546677966101695
The Last King,RpDLxs8z08A,45082,3262,21015854,0.1449017999999999
Magnus,PFKDbIyqOjg,25061,1141,1831903,0.2650575999999997
Chronic,P3IsUOSHlnU,10826,537,5326693,0.24737234468937871
Frank and Lola,QgVwXbz1YmI,2944,249,989514,0.11645234899328863
Hooligan Sparrow,7GnkxEUTAO0,310,6,31551,0.2774041666666667
Chosen,C2-W1d5DVOM,129550,704,1880074,0.24132820000000002
The Lost Arcade,fmO51CIp67E,1222,44,51153,0.19715151515151522
Made in France,TiDhVoYPFTM,,,265707,0
Into the Forest,6hW8hUcXR-A,16672,1457,5971136,-0.0710286
Beta Test,5BWqTXoNjtQ,4530,1636,5593857,0.07857239915074306
Approaching the Unknown,CQx2eosUlXY,13952,913,4467523,0.08011919191919194
Serial Killer 1,Uia6y9SRsj4,11815,817,5180997,0.17198393574297183
The Autopsy of Jane Doe,mtTAhXuiRTc,22049,886,5336606,0.08752464929859712
National Bird,cNi_HC839Wo,71080,2443,13182497,0.24660299999999966
What Happened Last Night,wrpeEitIEpA,69191,3462,2597215,0.13508359999999994
Anonymous (2016),83fZVnykjtI,2230,321,812907,-0.000139010989010985
Theo Who Lived,2MS5oES68xY,2314,113,756353,0.052064814814814814
Jeruzalem,QTIwfN-4hZ4,4107,1205,3659130,0.008105060728744949
Viktoria,T504u17Ao9A,28609,1072,4801200,0.22515911823647267
The Ruins of Lifta,7GnkxEUTAO0,310,6,31551,0.2774041666666667
River of Grass,7GnkxEUTAO0,310,6,31551,0.2774041666666667
The Preppie Connection,LwW4KLVHSUA,7623,515,1683790,0.11297574257425745
Don't Call Me Son,VHHvptOW774,61,4,58494,-0.8388
Lucha Mexico,6AGPkeDH2hU,952,149,362621,-0.04049249999999998
Kill Zone 2,Ko9xC6TMdiw,5543,443,3100052,0.17669139999999994
When Two Worlds Collide,oH4fkpHTgGY,3835,58,172668,0.22178654970760228
Hot Water,7GnkxEUTAO0,310,6,31551,0.2774041666666667
Fritz Lang's Destiny (2016 re-release),7GnkxEUTAO0,310,6,31551,0.2774041666666667
Elstree 1976,J1NIE1HIIrI,2601,105,196705,0.06572592592592594
"Kiki, Love to Love",Wie73TXTo8M,135,34,64454,0.07224
The Ones Below,mkbT3WoPSzc,1050,82,724042,0.012318644067796612
City of Women (2016 re-issue),7GnkxEUTAO0,310,6,31551,0.2774041666666667
The Monster (2016),2onxgmKT1fw,45669,2727,18491008,0.10336272545090168
Neither Heaven Nor Earth,ZDPE-NronKk,9712,1772,3169570,0.014549698189134812
The Program (2016),eXfp859pcM0,1095,55,903254,0.13366666666666668
Adderall Diaries,o-vTrRJK08k,3059,1016,3828152,-0.02263589743589744
Late Spring (2016 re-release),o-vTrRJK08k,3059,1016,3828152,-0.02263589743589744
The Duelist,YJ6tB3aNPt4,343,13,138434,0.21682916666666663
Spices of Liberty,7GnkxEUTAO0,310,6,31551,0.2774041666666667
Tikkun,7GnkxEUTAO0,310,6,31551,0.2774041666666667
A Space Program,Q_oQFplWs_g,3248,164,825602,0.1138810126582279
Yosemite,o86TpaSBcWw,3387,81,911193,0.2760895833333333
A Perfect Day,I7-c66mbzXA,2774,241,1157019,0.1363062200956938
Shangri-La Suite,xY2HSYeep88,600,14,115652,0.1534
Newtown,yU6zMPFd4UU,156896,3191,11792581,0.3320619999999997
Brother Nature,Wh-dTxPn9Pk,2316,1750,643702,0.025758471760797354
The Uncondemned,7GnkxEUTAO0,310,6,31551,0.2774041666666667
The Wanderers (2016 re-release),7GnkxEUTAO0,310,6,31551,0.2774041666666667
Lamb (2016),lQKs169Sl0I,3626,299,2616091,0.16921750503018118
Remember You,3bvnoqsvY-M,3823,292,3453244,0.18718098859315582
Argentina,wIMPisccvvo,5449,420,428327,0.07854153005464483
Of Mind and Music,Dxk8pgNByv0,2203,200,1020697,0.19350962962962961
Star Crossed,619VGNUBFIE,8916,580,3634027,0.2595054200542004
Be Somebody,0vG0GzV9Jk8,17119,624,1788280,0.22021459999999957
Five Nights in Maine,r7G6IVN5Fd8,201,38,127638,0.019938461538461537
Colonia,ZENI7UC3WQo,12240,1208,9395332,0.029864600000000036
Tharlo,7GnkxEUTAO0,310,6,31551,0.2774041666666667
On The Map,3_xaIv7Wo1A,59525,1159,6636585,0.08307891566265056
Always Shine,wp4blJoV9h4,269,51,302243,0.1445608695652174
Landfill Harmonic,fXynrsrTKbI,29497,276,3300745,0.3274174000000002
Streit's: Matzo and the American Dream,7GnkxEUTAO0,310,6,31551,0.2774041666666667
How He Fell in Love,O66MNzlb7EE,2525,204,1254271,-0.006938709677419358
Men Go To Battle,338571vrsE4,69,2,67585,0.09276666666666665
I Knew Her Well,7GnkxEUTAO0,310,6,31551,0.2774041666666667
Holy Hell,2f2BG43JW0o,488,46,222670,0.11833
Wildflower (Secretos del Alma),SoGWDkNJrkI,582,21,171814,-0.04119615384615384
A Bit of Bad Luck,oyghHcgqZDc,77,67,42124,-0.1075
Harry Benson: Shoot First,7GnkxEUTAO0,310,6,31551,0.2774041666666667
Peter and the Farm,r2kYVSfQkqI,238,19,48192,0.28826666666666667
Coming Through the Rye,JBpnXJ49RBs,3601,568,385547,0.09519796954314722
The Lion in Winter (2016 re-release),JBpnXJ49RBs,3601,568,385547,0.09519796954314722
The Channel,F9dtepkeR0I,34792,1175,4558141,0.11814379999999994
Seoul Searching,j6jGNtql0YQ,2420,43,134710,0.18686369863013702
Ktown Cowboys,Py5-_EZ3V7A,233,8,55343,0.17242000000000002
Search Engines,jYlIWoVejlo,19,0,77630,0.30974
